,department_Research & Development,department_Sales,educationfield_Life Sciences,educationfield_Marketing,educationfield_Medical,educationfield_Other,educationfield_Technical Degree,gender_Male,jobrole_Human Resources,jobrole_Laboratory Technician,jobrole_Manager,jobrole_Manufacturing Director,jobrole_Research Director,jobrole_Research Scientist,jobrole_Sales Executive,jobrole_Sales Representative,maritalstatus_Married,maritalstatus_Single,education,joblevel,stockoptionlevel,environmentsatisfaction,worklifebalance,jobsatisfaction,jobinvolvement,performancerating,businesstravel,age,distancefromhome,monthlyincome,numcompaniesworked,percentsalaryhike,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,mean_time,attrition
164,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,3,3,3,3,1,33,16,20900,4,16,10,2,6,0,5,7,0
165,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,2,3,2,4,3,3,1,31,2,29090,9,14,10,2,5,0,1,6,0
166,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,3,1,2,2,3,2,4,3,2,18,2,34680,1,18,0,4,0,0,0,8,1
167,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,2,0,3,3,1,2,3,0,40,1,30680,3,19,20,3,1,0,1,6,0
168,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,2,2,1,3,3,2,3,0,41,23,26700,2,15,10,2,8,0,7,8,0
169,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,3,1,3,3,2,3,1,26,9,26930,5,17,8,3,0,0,0,5,0
170,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,4,2,0,1,3,3,2,3,1,35,16,95260,1,15,5,2,5,0,3,5,0
171,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,1,1,4,3,4,2,3,1,34,26,52370,1,19,10,3,10,5,7,6,0
172,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,0,3,1,4,1,4,1,26,1,24260,1,22,1,3,1,0,0,8,1
173,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,2,4,4,3,3,1,37,8,41930,4,16,12,5,6,1,2,7,0
174,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,5,0,1,2,3,3,3,2,46,4,29110,5,13,28,3,2,1,2,5,0
175,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,2,3,1,3,3,1,41,24,26610,7,14,22,2,18,11,8,7,0
176,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,1,3,2,3,3,0,37,7,20280,1,16,9,3,9,7,7,7,0
177,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,4,3,1,3,3,1,52,2,99800,0,11,18,2,10,6,9,8,0
178,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,4,3,3,2,4,0,32,7,32980,8,22,6,4,4,1,2,5,1
179,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,4,3,4,2,3,2,24,22,29350,0,14,3,5,2,2,1,5,0
180,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,3,3,3,3,3,1,38,5,154270,3,16,18,2,1,0,0,5,0
181,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,5,2,2,2,2,3,3,1,37,1,39440,6,11,8,3,6,4,3,6,0
182,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,2,2,3,4,2,3,1,24,1,34070,1,15,6,2,6,1,4,8,0
183,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,4,1,1,4,2,3,3,1,26,19,119940,1,14,6,6,5,1,4,7,0
184,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,4,3,2,1,3,1,24,7,12320,1,12,1,4,1,0,0,6,0
185,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,1,3,1,3,2,3,3,2,50,2,29600,1,14,32,2,32,10,7,6,0
186,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,1,0,2,3,3,2,3,1,25,2,190940,1,16,7,3,7,0,6,6,0
187,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,2,0,2,4,1,3,3,2,30,9,68250,1,14,1,2,1,0,0,6,1
188,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,4,1,2,3,4,3,3,1,34,6,102480,1,12,6,4,6,1,3,8,0
189,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,1,1,2,3,1,31,9,189470,2,12,9,2,3,1,2,6,1
190,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,5,3,1,3,4,3,3,1,35,2,24960,4,17,9,3,3,0,2,7,0
191,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,1,4,4,3,3,1,31,1,64650,4,17,13,3,7,5,7,5,0
192,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,1,1,2,3,3,3,1,27,22,22060,0,14,6,4,5,0,3,7,0
193,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,2,0,4,2,3,3,3,1,37,9,20860,4,14,17,3,3,1,0,8,0
194,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,2,4,4,2,1,3,1,20,17,22930,1,13,1,3,1,0,0,6,0
195,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,2,0,3,3,4,3,3,1,42,28,26450,1,15,10,5,10,2,2,7,0
196,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,2,0,2,2,4,3,3,1,43,10,26830,4,11,21,3,1,0,0,8,0
197,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,4,1,1,3,2,1,4,3,1,38,2,20140,3,17,8,5,0,0,0,6,0
198,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,4,3,3,3,3,2,43,4,34190,3,11,10,5,8,4,7,8,0
199,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,1,4,1,1,4,3,1,48,8,53760,7,13,21,3,3,0,2,6,0
200,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,2,3,1,4,3,4,4,1,44,29,19510,4,22,10,4,2,0,2,6,0
201,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,3,3,3,2,4,1,34,13,23410,1,20,8,3,8,0,6,7,0
202,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,0,3,3,1,3,3,1,27,27,22930,0,18,5,0,4,0,2,6,1
203,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,3,1,3,3,3,1,3,1,21,16,87260,1,11,3,2,3,1,2,6,0
204,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,1,1,4,4,4,3,3,1,44,2,40110,4,14,26,2,2,0,1,8,0
205,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,1,3,3,2,3,1,22,2,195450,0,14,3,3,2,2,2,5,0
206,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,1,3,3,3,3,3,1,33,13,45680,0,18,6,2,5,1,2,6,0
207,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5,3,0,3,3,3,3,3,2,30,4,57720,1,17,1,3,1,0,0,6,0
208,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,3,1,4,4,1,2,3,1,53,24,22690,7,11,18,2,14,8,10,6,0
209,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5,1,0,2,2,4,3,3,1,34,1,53810,1,12,10,0,10,8,8,7,0
210,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,3,1,1,3,1,3,3,2,45,19,34410,2,13,5,5,1,0,0,6,1
211,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,3,1,0,3,3,3,2,3,1,37,4,98840,1,14,10,3,10,7,8,5,0
212,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,2,2,3,3,3,1,29,2,41570,1,17,6,2,6,1,2,6,0
213,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5,4,0,2,3,4,3,3,1,35,10,134580,1,11,17,3,17,11,8,6,0
214,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,2,1,3,1,4,3,4,2,33,8,90690,3,25,15,3,13,4,7,7,0
215,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,1,3,4,2,2,3,1,54,5,40140,2,19,16,4,9,7,1,5,0
216,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,5,1,1,3,4,1,3,1,27,9,59930,0,14,5,3,4,1,1,6,0
217,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,5,3,4,3,3,2,3,1,20,1,61620,1,12,1,2,1,1,1,8,1
218,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,3,3,3,4,3,0,35,2,187400,1,19,1,2,1,0,0,6,0
219,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,1,4,1,3,3,1,23,2,76370,2,11,5,3,3,0,2,6,0
220,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,3,2,1,4,3,2,3,3,1,25,11,100960,0,11,4,3,3,1,2,7,0
221,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,5,1,4,3,4,2,4,1,38,16,147560,0,20,8,3,7,0,5,6,0
222,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,3,2,3,4,2,3,2,29,2,64990,1,18,10,3,10,2,8,7,0
223,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,3,1,0,2,3,2,4,3,1,48,16,97240,3,13,12,2,2,2,2,6,0
224,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,5,0,4,3,4,3,3,2,27,4,21940,1,12,6,5,6,0,4,8,0
225,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,3,0,4,3,4,4,3,1,37,16,33880,3,11,4,2,1,0,0,6,0
226,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,2,3,4,1,34,18,27030,1,21,9,2,8,7,7,6,0
227,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,3,3,1,3,1,24,17,25010,9,12,4,3,2,2,0,7,1
228,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,2,4,3,3,3,3,1,39,12,62200,1,14,20,2,20,11,10,6,0
229,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,5,0,4,2,4,1,3,1,32,2,30380,1,11,10,5,10,0,8,7,0
230,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2,4,1,2,3,3,2,3,2,50,4,44240,3,14,18,2,4,1,3,8,1
231,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,1,1,2,2,4,2,3,1,38,9,43120,0,12,10,2,9,1,8,6,0
232,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,3,5,1,3,3,1,2,4,1,27,10,132450,1,23,9,3,9,0,7,6,0
233,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,3,2,0,3,3,4,3,3,1,32,1,136640,3,14,10,6,7,7,7,7,0
234,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,5,0,4,3,1,3,3,1,47,2,50210,2,17,20,3,7,1,7,6,0
235,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,3,0,4,3,1,3,3,2,40,3,51260,5,18,20,2,18,1,12,8,0
236,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,1,3,3,3,3,3,1,53,7,28590,3,18,32,2,5,1,3,6,0
237,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,3,2,2,4,3,4,1,41,6,102390,3,24,23,3,21,12,6,7,0
238,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,5,0,1,3,1,4,4,1,60,8,53290,8,20,10,3,2,2,2,6,0
239,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,4,2,1,2,3,2,27,29,43250,1,14,9,2,9,1,7,6,0
240,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,3,1,0,4,3,3,3,3,1,41,3,72600,1,16,22,2,22,2,10,5,0
241,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,2,1,4,3,2,4,4,1,50,9,23220,7,25,4,0,2,2,2,6,0
242,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,3,3,1,3,2,2,3,1,28,2,20750,7,18,10,0,7,3,7,7,1
243,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,2,1,1,3,1,3,3,0,36,10,41520,9,19,10,3,8,0,5,5,0
244,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0,1,3,3,2,3,0,44,8,135030,2,12,9,6,5,1,4,5,0
245,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,1,4,2,3,2,4,2,47,27,54410,9,22,28,6,22,11,13,7,0
246,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,2,1,3,2,4,3,3,1,30,8,52090,7,14,10,3,8,7,7,7,0
247,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,3,3,3,3,3,3,1,29,1,106730,1,13,1,2,1,0,0,6,0
248,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,2,4,3,4,3,3,2,43,26,135490,3,11,7,3,2,2,2,6,0
249,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5,2,2,2,3,3,4,3,1,34,2,49990,3,12,10,2,5,4,3,6,0
250,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,5,1,2,4,1,3,3,1,23,13,42210,1,11,5,4,4,0,2,7,0
251,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,1,2,2,3,1,39,2,138720,9,12,12,3,8,3,6,6,0
252,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,4,1,0,3,2,4,3,3,1,56,2,20420,7,12,30,6,10,1,1,6,0
253,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,2,0,4,2,4,3,3,1,40,9,20730,0,14,5,3,4,2,3,8,0
254,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,4,1,1,3,3,1,27,10,29560,8,13,9,6,7,0,7,7,0
255,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,4,3,2,2,3,1,29,20,29260,1,15,2,3,2,2,2,6,0
256,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,3,0,4,3,4,3,3,1,53,9,48090,2,18,19,2,2,2,2,5,0
257,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,4,4,1,3,3,0,35,5,51630,2,18,16,4,1,0,0,6,0
258,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,2,0,3,3,4,1,3,2,32,4,188440,1,19,10,3,10,4,7,7,0
259,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,2,3,1,2,3,1,34,20,57440,3,19,7,4,0,0,0,5,0
260,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,5,3,1,3,4,1,3,3,1,52,21,28890,1,11,34,2,34,1,16,5,0
261,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,2,0,3,2,4,3,3,1,25,8,74840,1,15,6,3,6,1,4,7,0
262,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,0,2,3,3,3,3,1,45,2,60740,0,14,9,2,8,3,1,5,0
263,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,3,3,1,3,1,23,23,173280,1,17,2,2,2,0,2,7,0
264,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3,1,0,4,3,4,3,3,1,34,12,45050,1,12,6,3,6,1,4,7,0
265,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,4,0,4,3,1,3,3,1,55,7,74280,5,12,24,2,5,1,4,7,1
266,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,5,1,1,3,1,1,3,0,36,7,116310,1,18,10,2,10,0,9,6,0
267,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,5,2,4,3,4,3,3,0,52,1,97380,0,18,5,2,4,1,2,7,0
268,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,1,3,4,3,3,2,26,2,28350,3,11,5,2,2,2,0,6,0
269,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,3,3,2,2,3,3,3,1,29,10,169590,4,14,11,5,8,1,1,6,0
270,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,2,1,4,2,1,3,3,1,26,15,26130,6,19,6,2,4,1,2,5,1
271,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,4,2,0,2,3,4,3,3,1,34,14,61460,2,12,10,3,4,1,3,5,0
272,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,1,4,3,1,3,3,1,54,18,49630,9,15,9,2,5,1,4,8,0
273,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,4,0,3,3,4,3,3,2,27,13,195370,0,12,5,5,4,1,1,6,0
274,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,1,0,3,3,1,3,3,1,34,2,103120,1,12,6,2,6,1,3,6,0
275,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,4,3,0,1,2,4,2,3,1,35,5,16750,1,16,3,6,3,0,2,7,0
276,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3,1,1,4,3,3,3,3,1,30,20,25230,3,13,7,2,2,0,2,6,0
277,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,4,2,1,3,3,2,4,3,2,40,10,65670,1,13,8,3,8,3,7,6,0
278,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,2,3,3,1,3,4,1,34,10,47390,5,24,6,2,3,1,2,7,0
279,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,1,2,2,4,4,3,2,42,9,92080,1,15,24,2,24,14,9,7,0
280,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,4,1,3,3,1,2,3,1,23,2,45590,1,18,1,2,0,0,0,7,1
281,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,3,3,2,3,3,0,24,1,81890,1,14,1,3,1,0,0,6,0
282,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,2,1,4,3,3,2,3,1,52,29,29420,8,11,9,1,5,1,4,5,0
283,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,2,1,3,3,3,1,3,1,50,8,49410,5,11,30,3,4,0,3,6,0
284,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4,4,1,3,4,3,3,3,1,33,3,59020,0,12,14,2,13,3,7,6,0
285,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5,1,2,1,3,1,2,3,1,33,23,86390,5,16,6,3,3,0,2,7,1
286,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,0,3,3,2,3,4,1,36,6,42000,0,22,10,3,9,0,5,7,0
287,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,3,1,0,3,3,3,2,3,1,29,10,34520,1,11,10,3,10,0,7,7,0
288,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,2,0,4,3,2,3,3,1,58,24,43170,7,17,40,2,31,13,8,8,1
289,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,3,4,3,3,4,3,1,35,10,26320,3,13,7,3,2,2,2,7,0
290,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2,1,3,2,3,2,3,1,28,19,32040,6,16,5,4,2,2,1,5,1
291,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,1,3,3,2,3,3,1,36,2,27200,4,14,8,3,5,0,4,6,0
292,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,2,0,3,3,3,2,3,1,32,3,171810,1,14,14,2,14,6,8,7,0
293,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,3,0,1,3,3,3,3,2,40,9,22380,0,14,10,3,1,0,0,6,0
294,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,1,2,2,3,3,3,3,1,45,10,56050,1,12,1,2,1,0,0,6,0
295,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,0,2,2,2,3,3,1,42,20,72950,1,15,10,3,9,7,8,7,0
296,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,1,1,2,1,3,3,2,38,4,23060,2,19,13,5,4,1,2,7,0
297,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,3,1,3,3,4,3,3,2,34,7,23480,1,14,6,3,5,1,3,6,0
298,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,3,4,4,4,3,1,49,7,89980,1,14,9,2,9,7,7,5,1
299,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,3,4,0,3,2,4,4,3,1,55,16,43190,4,11,12,3,9,7,3,5,1
300,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,2,3,1,2,3,1,43,25,61320,6,13,22,3,4,1,0,6,0
301,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,3,1,1,3,4,3,3,3,1,35,1,108550,3,13,17,2,8,1,6,6,0
302,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5,4,0,3,1,4,3,3,1,34,2,23230,0,17,4,2,3,0,2,6,0
303,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,1,0,3,3,3,3,4,2,26,22,20240,1,23,8,2,8,1,7,7,1
304,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,1,0,4,2,4,3,3,0,27,1,27130,1,11,0,2,0,0,0,7,0
305,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,3,3,3,1,2,3,3,3,1,51,16,94390,2,15,29,0,20,4,17,5,0
306,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,1,4,2,2,3,3,1,44,24,25660,9,11,10,3,5,2,3,6,0
307,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,1,3,1,2,1,4,3,1,25,17,199260,7,11,6,5,4,0,1,6,0
308,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,3,1,1,3,1,2,3,1,33,8,24510,1,13,9,3,9,0,8,5,0
309,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2,1,3,2,1,2,4,1,35,6,94190,1,24,6,5,6,1,1,6,0
310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,2,2,4,3,4,1,32,3,30380,2,20,8,3,5,0,3,7,0
311,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,5,5,1,2,2,4,3,3,2,30,4,30580,9,14,10,2,5,0,3,5,0
312,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,2,3,4,3,1,3,3,1,45,1,20880,4,15,18,2,5,0,2,8,0
313,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,0,3,2,3,1,3,1,32,10,30720,5,12,9,4,5,1,3,6,0
314,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,1,3,3,4,3,3,2,52,1,50060,3,16,31,2,9,0,0,7,0
315,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,4,3,3,3,3,1,37,24,42570,4,15,9,2,1,0,0,5,0
316,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,3,4,3,3,1,28,21,25000,1,16,6,3,5,0,4,5,0
317,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,4,1,4,2,3,1,22,2,11020,6,19,4,3,2,2,2,6,0
318,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,2,1,2,3,4,2,3,2,42,13,22880,5,16,8,4,2,2,2,7,0
319,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,3,2,0,1,3,1,2,4,1,36,14,39290,0,24,6,6,5,0,3,7,0
320,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,4,3,3,2,3,1,35,9,31400,1,13,17,2,17,5,15,8,0
321,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,4,3,4,3,3,0,32,21,44500,0,13,4,3,3,0,2,7,0
322,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,4,2,3,4,1,3,3,1,25,5,27560,1,12,5,2,5,0,3,7,0
323,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,2,1,3,3,1,3,3,1,49,9,190330,2,18,7,5,4,0,2,7,0
324,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5,2,1,1,2,4,3,4,0,24,2,187220,0,22,6,3,5,3,4,6,0
325,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5,1,1,2,3,2,2,3,2,32,12,95470,1,13,10,3,10,5,3,6,0
326,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,2,1,0,2,3,2,4,3,1,38,22,137340,0,13,3,3,2,1,2,6,0
327,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,1,0,1,3,4,2,3,1,53,9,20890,5,16,28,2,2,2,2,5,0
328,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,1,4,3,2,4,3,1,35,1,167920,3,12,16,3,13,4,8,6,0
329,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,3,0,3,3,4,1,3,2,37,13,35640,5,11,10,1,5,0,0,6,0
330,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,4,3,4,4,4,1,53,1,44250,6,22,33,2,12,3,8,6,0
331,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3,1,1,4,2,4,3,3,2,43,1,52650,4,11,12,4,5,2,2,7,0
